Комиссия,УИК,"Число избирателей, внесенных в список избирателей на момент окончания голосования","Число избирательных бюллетеней, полученных участковой избирательной комиссией","Число избирательных бюллетеней, выданных избирателям в помещении для голосования в день голосования","Число избирательных бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования",Число погашенных избирательных бюллетеней,"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования","Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования",Число недействительных избирательных бюллетеней,Число действительных избирательных бюллетеней,Число утраченных избирательных бюллетеней,"Число избирательных бюллетеней, не учтенных при получении",Амосов Михаил Иванович,Амосов Михаил Иванович %,Беглов Александр Дмитриевич,Беглов Александр Дмитриевич %,Тихонова Надежда Геннадьевна,Тихонова Надежда Геннадьевна %
Территориальная избирательная комиссия №3,УИК №645,250,250,28,189,33,189,28,5,212,0,0,20,9.22,171,78.80,21,9.68
Территориальная избирательная комиссия №4,УИК №901,1145,1000,218,5,777,5,218,2,221,0,0,19,8.52,163,73.09,39,17.49
Территориальная избирательная комиссия №4,УИК №902,2041,1500,528,12,960,12,528,9,531,0,0,56,10.37,358,66.30,117,21.67
Территориальная избирательная комиссия №4,УИК №903,2378,2000,601,40,1359,40,601,22,619,0,0,105,16.38,394,61.47,120,18.72
Территориальная избирательная комиссия №4,УИК №904,2354,2000,623,13,1364,13,623,33,603,0,0,96,15.09,390,61.32,117,18.40
Территориальная избирательная комиссия №4,УИК №905,2708,2500,700,36,1764,36,700,23,713,0,0,117,15.90,417,56.66,179,24.32
Территориальная избирательная комиссия №4,УИК №906,1885,1500,621,60,819,60,561,12,609,0,0,104,16.75,372,59.90,133,21.42
Территориальная избирательная комиссия №4,УИК №907,2075,1500,600,72,828,72,600,5,667,0,0,94,13.99,453,67.41,120,17.86
Территориальная избирательная комиссия №4,УИК №908,1560,1000,432,83,485,83,432,8,507,0,0,62,12.04,357,69.32,88,17.09
Территориальная избирательная комиссия №4,УИК №909,2168,1500,690,54,756,54,690,30,714,0,0,122,16.40,421,56.59,171,22.98
Территориальная избирательная комиссия №4,УИК №910,1685,1000,426,18,556,18,425,9,434,0,0,71,16.03,278,62.75,85,19.19
Территориальная избирательная комиссия №4,УИК №911,1644,1000,465,102,433,102,465,5,562,0,0,69,12.17,382,67.37,111,19.58
Территориальная избирательная комиссия №4,УИК №912,1707,1000,498,40,462,40,498,12,526,0,0,71,13.20,360,66.91,95,17.66
Территориальная избирательная комиссия №4,УИК №913,1930,1500,543,39,918,39,543,15,567,0,0,80,13.75,358,61.51,129,22.16
Территориальная избирательная комиссия №4,УИК №914,1722,1500,490,17,993,17,490,11,496,0,0,66,13.02,318,62.72,112,22.09
Территориальная избирательная комиссия №4,УИК №915,1957,1500,586,53,861,53,586,11,628,0,0,91,14.24,402,62.91,135,21.13
Территориальная избирательная комиссия №4,УИК №916,1498,1000,413,24,563,24,412,14,422,0,0,62,14.22,292,66.97,68,15.60
Территориальная избирательная комиссия №4,УИК №917,1623,1000,497,70,433,70,496,14,552,0,0,90,15.90,370,65.37,92,16.25
Территориальная избирательная комиссия №4,УИК №918,1684,1500,446,49,1005,49,446,16,479,0,0,81,16.36,306,61.82,92,18.59
Территориальная избирательная комиссия №4,УИК №919,1770,1500,651,73,776,73,650,14,709,0,0,116,16.04,474,65.56,119,16.46
Территориальная избирательная комиссия №4,УИК №920,1880,1500,510,86,904,85,503,11,577,0,0,94,15.99,352,59.86,131,22.28
Территориальная избирательная комиссия №4,УИК №921,1918,1500,640,48,812,48,640,25,663,0,0,127,18.46,402,58.43,134,19.48
Территориальная избирательная комиссия №4,УИК №922,2168,1500,494,43,963,43,494,15,522,0,0,83,15.46,329,61.27,110,20.48
Территориальная избирательная комиссия №4,УИК №923,2094,1500,546,6,948,6,544,17,533,0,0,105,19.09,333,60.55,95,17.27
Территориальная избирательная комиссия №4,УИК №924,1951,1500,531,14,955,14,530,13,531,0,0,107,19.67,327,60.11,97,17.83
Территориальная избирательная комиссия №4,УИК №925,2492,2000,772,19,1209,19,772,21,770,0,0,176,22.25,415,52.47,179,22.63
Территориальная избирательная комиссия №4,УИК №926,2025,1500,671,22,807,22,670,13,679,0,0,148,21.39,413,59.68,118,17.05
Территориальная избирательная комиссия №4,УИК №927,1919,1500,524,8,968,8,524,17,515,0,0,108,20.30,286,53.76,121,22.74
Территориальная избирательная комиссия №4,УИК №928,1761,1500,467,5,1028,5,466,19,452,0,0,96,20.38,267,56.69,89,18.90
Территориальная избирательная комиссия №4,УИК №929,1972,1500,504,9,987,9,504,15,498,0,0,82,15.98,313,61.01,103,20.08
Территориальная избирательная комиссия №4,УИК №930,1867,1500,499,60,941,60,499,20,539,0,0,105,18.78,334,59.75,100,17.89
Территориальная избирательная комиссия №4,УИК №931,2002,1500,677,12,811,12,674,25,661,0,0,116,16.91,418,60.93,127,18.51
Территориальная избирательная комиссия №4,УИК №932,1870,1500,611,8,881,8,611,21,598,0,0,93,15.02,380,61.39,125,20.19
Территориальная избирательная комиссия №4,УИК №933,2037,1500,551,22,927,22,551,14,559,0,0,92,16.06,358,62.48,109,19.02
Территориальная избирательная комиссия №4,УИК №934,1905,1500,480,17,1003,17,480,15,482,0,0,60,12.07,332,66.80,90,18.11
Территориальная избирательная комиссия №4,УИК №935,1861,1500,458,10,1032,10,456,11,455,0,0,74,15.88,292,62.66,89,19.10
Территориальная избирательная комиссия №4,УИК №936,1949,1500,625,19,856,19,625,24,620,0,0,81,12.58,398,61.80,141,21.89
Территориальная избирательная комиссия №4,УИК №937,2178,1500,649,14,837,14,649,23,640,0,0,110,16.59,437,65.91,93,14.03
Территориальная избирательная комиссия №4,УИК №938,1905,1500,481,37,982,37,481,17,501,0,0,53,10.23,335,64.67,113,21.81
Территориальная избирательная комиссия №4,УИК №939,2419,2000,586,12,1402,12,586,26,572,0,0,66,11.04,384,64.21,122,20.40
Территориальная избирательная комиссия №4,УИК №940,2075,2000,840,16,1144,16,839,80,775,0,0,121,14.15,479,56.02,175,20.47
Территориальная избирательная комиссия №4,УИК №941,2455,2000,750,12,1238,12,749,21,740,0,0,159,20.89,439,57.69,142,18.66
Территориальная избирательная комиссия №4,УИК №942,1519,1000,431,10,559,10,431,13,428,0,0,91,20.63,257,58.28,80,18.14
Территориальная избирательная комиссия №4,УИК №943,2036,1500,576,9,915,9,576,16,569,0,0,147,25.13,310,52.99,112,19.15
Территориальная избирательная комиссия №4,УИК №944,2419,2000,785,24,1191,24,784,14,794,0,0,174,21.53,465,57.55,155,19.18
Территориальная избирательная комиссия №4,УИК №945,2219,2000,761,9,1230,9,760,36,733,0,0,170,22.11,373,48.50,190,24.71
Территориальная избирательная комиссия №4,УИК №946,1565,1000,408,8,584,8,407,12,403,0,0,108,26.02,204,49.16,91,21.93
Территориальная избирательная комиссия №4,УИК №947,1580,1000,427,3,570,3,427,6,424,0,0,129,30.00,224,52.09,71,16.51
Территориальная избирательная комиссия №4,УИК №948,1410,1000,389,9,602,9,389,8,390,0,0,94,23.62,231,58.04,65,16.33
Территориальная избирательная комиссия №4,УИК №949,1505,1000,395,6,599,6,393,13,386,0,0,83,20.80,224,56.14,79,19.80
Территориальная избирательная комиссия №4,УИК №950,2292,1500,648,19,833,19,644,19,644,0,0,106,15.99,418,63.05,120,18.10
Территориальная избирательная комиссия №4,УИК №951,1703,1500,508,9,983,9,508,16,501,0,0,113,21.86,293,56.67,95,18.38
Территориальная избирательная комиссия №4,УИК №952,1936,1500,595,14,891,14,595,12,597,0,0,104,17.08,375,61.58,118,19.38
Территориальная избирательная комиссия №4,УИК №953,1811,1500,606,8,886,8,606,16,598,0,0,97,15.80,402,65.47,99,16.12
Территориальная избирательная комиссия №4,УИК №954,1739,1500,540,16,944,16,524,8,532,0,0,98,18.15,337,62.41,97,17.96
Территориальная избирательная комиссия №4,УИК №955,1517,1000,448,12,540,12,448,15,445,0,0,92,20.00,256,55.65,97,21.09
Территориальная избирательная комиссия №4,УИК №956,2077,1500,541,13,946,13,540,18,535,0,0,84,15.19,354,64.01,97,17.54
Территориальная избирательная комиссия №4,УИК №957,2243,2000,680,19,1301,19,678,24,673,0,0,124,17.79,449,64.42,100,14.35
